Name,white_1,white_2,red_1,red_2
IR_2309,20,36,7,0
IR_2310,83,56,34,35
IR_2311,43,46,40,42
IR_2312,24,25,11,9
IR_2315,0,3,4,0
IR_2316,16,2,10,5
IR_2317,92,14,33,10
IR_2318,8,0,8,0
IR_2319,28,23,25,12
IR_2320,35,39,32,19
IR_2321,31,5,1,7
IR_2322,248,191,204,151
IR_2323,8,88,10,5
IR_2325,40,33,10,0
IR_2327,137,107,80,47
IR_2328,117,88,82,37
IR_2330,124,85,121,69
IR_2331,0,20,0,0
IR_2332,31,48,26,17
IR_2334,10,0,4,0
IR_2336,18,3,22,0
IR_2337,56,45,47,3
IR_2338,204,141,97,55
IR_2339,0,0,2,0
IR_2340,84,64,69,35
IR_2342,30,34,4,8
IR_2343,38,19,21,10
IR_2344,44,17,23,9
IR_2345,12,13,11,14
IR_2346,114,72,42,50
IR_2348,21,60,55,50
IR_2349,20,15,16,10
IR_2350,102,73,76,39
IR_2351,8,7,3,2
IR_2352,8,6,8,1
IR_2353,62,51,39,13
IR_2354,25,26,59,9
IR_2357,1,0,0,1
IR_2358,22,25,13,3
IR_2359,292,220,116,82
IR_2361,66,48,29,23
IR_2362,146,179,178,95
IR_2363,6,10,11,4
IR_2364,80,47,33,29
IR_2365,7,17,6,3
IR_2366,0,7,13,8
IR_2367,12,15,6,1
IR_2368,11,17,6,7
IR_2369,7,15,0,7
IR_2370,1,8,2,0
IR_2371,24,21,27,22
IR_2372,28,26,22,14
IR_2373,4,2,13,19
IR_2374,70,49,45,12
IR_2375,5,4,1,0
IR_2376,7,20,2,5
IR_2377,18,29,13,3
IR_2378,10,8,1,1
IR_2379,12,24,4,28
IR_2380,31,15,6,6
IR_2381,32,25,26,33
IR_2382,3,4,0,5
IR_2383,127,67,65,26
IR_2386,7,4,7,5
IR_2389,31,15,13,15
IR_2390,90,43,18,2
IR_2391,20,36,13,11
IR_2392,0,1,1,2
IR_2393,97,17,54,29
IR_2394,54,33,26,19
IR_2395,0,0,0,6
IR_2396,34,7,20,1
IR_2397,7,10,11,4
IR_2398,69,18,99,47
IR_2399,250,182,175,81
IR_2400,12,0,1,0
IR_2401,19,9,2,0
IR_2402,8,5,20,29
IR_2403,15,16,8,6
IR_2404,0,1,0,0
IR_2405,362,206,189,87
IR_2406,2,0,5,7
IR_2407,0,5,0,0
IR_2408,22,14,19,13
IR_2409,46,44,29,12
IR_2410,54,14,14,34
IR_2411,27,25,11,21
IR_2412,20,15,14,8
IR_2413,4,1,1,1
IR_2414,24,24,16,15
IR_2415,362,305,264,148
IR_2417,22,3,18,43
IR_2418,1,12,4,3
IR_2420,109,106,93,38
IR_2422,16,9,0,24
IR_2423,22,10,53,14
IR_2424,70,75,45,47
IR_2425,23,12,14,3
IR_2426,2,10,23,4
IR_2427,54,70,27,1
IR_2428,7,8,20,24
IR_2430,0,1,1,2
IR_2431,16,5,3,2
IR_2435,0,0,2,2
IR_2436,2,14,2,4
IR_2437,4,9,3,1
IR_2438,3,9,3,2
IR_2439,0,0,0,0
IR_2440,2,0,0,0
IR_2441,11,0,4,0
IR_2442,4,2,2,14
IR_2443,12,15,12,14
IR_2444,10,1,5,0
IR_2445,0,0,0,2
IR_2446,34,42,30,28
IR_2447,10,7,11,6
IR_2448,0,1,0,0
IR_2449,0,0,0,8
IR_2450,0,1,1,0
IR_2452,277,209,159,137
IR_2454,185,150,118,45
IR_2455,218,170,136,86
IR_2456,10,12,4,12
IR_2457,36,25,35,9
IR_2458,20,9,1,0
IR_2459,68,26,34,32
IR_2460,70,59,82,39
IR_2461,9,2,8,2
IR_2462,22,27,30,23
IR_2463,14,17,10,10
IR_2464,4,5,5,6
IR_2465,10,0,28,17
IR_2466,5,0,2,12
IR_2467,3,0,0,8
IR_2468,19,16,0,0
IR_2469,0,2,3,1
IR_2470,80,42,18,22
IR_2471,33,19,15,9
IR_2472,1,1,4,1
IR_2473,80,40,23,22
IR_2474,33,9,13,2
IR_2475,7,12,8,1
IR_2476,32,49,52,23
IR_2477,6,6,4,3
IR_2478,5,9,8,3
IR_2479,59,75,62,16
IR_2480,10,12,0,1
IR_2481,18,24,12,17
IR_2482,25,16,9,13
IR_2483,9,21,14,10
IR_2484,23,1,1,6
IR_2485,58,29,23,9
IR_2486,9,8,10,4
IR_2487,18,13,36,18
IR_2488,3,8,3,2
IR_2489,6,9,5,0
IR_2490,2,6,5,0
IR_2491,26,14,39,25
IR_2492,319,365,103,46
IR_2493,232,191,59,52
IR_2494,13,8,9,5
IR_2495,10,7,12,10
IR_2496,28,22,18,20
IR_2497,5,16,2,1
IR_2498,64,98,56,49
IR_2499,2,7,2,4
IR_2500,1,0,3,1
IR_2501,91,86,57,43
IR_2502,25,25,19,23
IR_2503,12,8,4,2
IR_2504,1,4,1,1
IR_2505,1,1,2,1
IR_2506,108,81,69,50
IR_2507,22,8,13,15
IR_2508,14,4,10,0
IR_2509,48,64,108,39
IR_2510,57,46,33,28
IR_2511,90,56,40,22
IR_2512,11,7,2,3
IR_2513,3,5,6,6
IR_2514,0,11,0,7
IR_2515,12,21,10,10
IR_2516,3,0,1,1
IR_2518,26,17,20,13
IR_2519,11,7,5,13
IR_2521,1,1,19,0
IR_2522,3,8,3,1
IR_2523,113,80,36,18
IR_2524,10,7,10,0
IR_2525,62,53,79,49
IR_2527,128,62,129,105
IR_2528,48,27,70,74
IR_2529,11,20,41,14
IR_2530,5,10,11,0
IR_2531,74,56,47,17
IR_2532,26,29,21,16
IR_2533,12,33,33,25
IR_2534,50,16,28,25
IR_2535,27,37,28,27
IR_2536,16,16,28,25
IR_2537,1,37,13,0
IR_2538,1,0,1,0
IR_2539,1,0,0,0
IR_2540,13,10,0,4
IR_2541,9,10,4,4
IR_2542,1,9,2,0
IR_2544,28,31,16,18
IR_2545,9,5,3,4
IR_2546,128,90,70,28
IR_2547,31,21,13,5
IR_2548,0,1,0,0
IR_2549,0,0,10,0
IR_2552,31,13,24,14
IR_2553,11,1,0,15
IR_2555,3,7,2,0
IR_2558,211,164,169,87
IR_2559,12,8,3,0
IR_2560,7,1,12,2
IR_2561,23,16,3,0
IR_2562,14,14,5,12
IR_2563,2,13,0,4
IR_2564,5,0,0,0
IR_2566,4,2,3,10
IR_2567,3,4,7,0
IR_2568,11,15,0,4
IR_2570,1,1,2,1
IR_2572,3,0,6,10
IR_2573,7,4,0,0
IR_2575,1,11,5,1
IR_2576,129,84,61,16
IR_2579,1,0,3,0
IR_2580,4,0,0,1
IR_2581,138,97,114,68
IR_2582,234,187,137,47
IR_2583,37,46,48,43
IR_2584,77,75,237,91
IR_2585,107,96,76,32
IR_2586,74,77,58,48
IR_2587,70,54,34,18
IR_2588,0,0,0,0
IR_2589,51,73,3,80
IR_2590,192,133,258,163
IR_2591,19,13,10,9
IR_2592,85,93,32,16
IR_2593,195,111,101,113
IR_2594,112,119,43,45
IR_2595,5,1,3,0
IR_2596,12,3,10,0
IR_2597,63,49,28,16
IR_2598,20,19,21,10
IR_2599,3,7,13,10
IR_2600,2,5,3,1
IR_2601,9,7,4,12
IR_2603,30,26,18,19
IR_2605,27,6,8,17
IR_2606,34,32,8,27
IR_2607,56,51,19,21
IR_2608,23,22,3,8
IR_2609,39,21,27,10
IR_2610,9,25,21,18
IR_2611,8,21,34,10
IR_2612,108,114,74,37
IR_2613,1,0,13,0
IR_2614,28,5,3,7
IR_2615,255,179,183,69
IR_2617,17,7,3,0
IR_2618,0,2,7,0
IR_2619,0,0,1,0
IR_2620,18,14,17,13
IR_2621,11,7,0,0
IR_2622,11,19,5,9
IR_2623,2,5,2,1
IR_2624,11,16,16,15
IR_2625,17,16,12,3
IR_2626,5,35,3,0
IR_2627,18,19,10,3
IR_2628,2,1,0,0
IR_2629,18,21,33,13
IR_2630,38,11,31,14
IR_2631,22,38,17,18
IR_2636,14,2,0,0
IR_2637,22,47,80,61
IR_2638,10,11,8,4
IR_2639,11,53,13,0
IR_2640,131,118,142,129
IR_2644,93,87,68,31
IR_2645,13,12,4,1
IR_2646,11,11,0,0
IR_2647,1,52,0,0
IR_2648,16,8,26,19
IR_2649,11,2,17,0
IR_2650,3,1,0,0
IR_2651,31,17,20,9
IR_2654,1,1,3,2
IR_2655,0,0,0,0
IR_2656,0,0,0,0
IR_2657,1,0,1,0
IR_2658,0,0,0,0
IR_2659,0,0,1,1
IR_2660,0,1,0,0
IR_2661,4,0,0,3
IR_2662,0,0,5,0
IR_2663,63,5,26,16
IR_2664,6,0,6,4
IR_2665,0,2,0,2
IR_2666,17,5,4,13
IR_2667,0,0,0,2
IR_2668,0,0,0,0
IR_2669,61,49,54,23
IR_2670,0,1,0,3
IR_2671,17,38,7,6
IR_2672,19,25,21,11
IR_2674,6,1,7,0
IR_2676,61,47,25,24
IR_2677,43,32,7,10
IR_2678,1,2,1,1
IR_2679,34,24,12,14
IR_2680,0,8,5,3
IR_2681,89,18,14,23
IR_2683,150,152,59,35
IR_2684,1,16,0,0
IR_2685,1,4,0,2
IR_2686,22,30,44,32
IR_2687,22,16,18,27
IR_2688,16,3,27,15
IR_2689,0,0,0,0
IR_2690,2,14,4,86
IR_2691,3,1,0,0
IR_2692,3,2,1,2
IR_2693,0,0,0,0
IR_2694,0,9,0,0
IR_2695,67,69,35,24
IR_2696,1,6,5,1
IR_2697,30,7,14,2
IR_2698,0,10,0,0
IR_2699,19,4,17,0
IR_2700,18,24,6,10
IR_2701,6,0,2,2
IR_2702,4,3,3,1
IR_2703,8,1,25,0
IR_2704,23,10,28,69
IR_2705,26,32,19,48
IR_2706,8,0,6,5
IR_2707,1,5,2,1
IR_2708,0,0,0,0
IR_2709,21,8,11,5
IR_2710,2,9,2,0
IR_2711,43,5,18,7
IR_2712,61,20,18,12
IR_2714,20,19,25,10
IR_2715,125,112,120,55
IR_2716,59,37,41,33
IR_2719,27,2,26,7
IR_2720,18,8,8,0
IR_2721,11,15,24,11
IR_2722,56,23,119,78
IR_2723,0,0,11,0
IR_2724,4,0,2,1
IR_2725,3,1,4,0
IR_2726,25,27,23,16
IR_2727,139,143,95,110
IR_2728,6,17,42,5
IR_2729,125,64,73,44
IR_2730,4,10,6,10
IR_2731,15,26,12,21
IR_2732,14,2,1,5
IR_2733,17,1,13,8
IR_2734,13,13,49,4
IR_2735,65,43,39,10
IR_2736,0,18,1,1
IR_2737,6,0,3,7
IR_2739,14,4,16,2
IR_2741,6,7,2,1
IR_2742,2,0,1,2
IR_2743,12,0,10,5
IR_2744,7,2,0,0
IR_2745,2,2,3,2
IR_2746,47,29,0,2
IR_2747,1,0,6,9
IR_2748,4,0,0,0
IR_2750,10,2,0,5
IR_2751,3,2,0,1
IR_2752,0,1,0,0
IR_2753,34,21,13,16
IR_2754,7,2,1,0
IR_2755,17,18,17,7
IR_2758,8,1,7,1
IR_2760,13,12,3,1
IR_2761,51,31,46,5
IR_2762,178,100,144,76
IR_2764,22,19,14,0
IR_2765,100,76,54,16
IR_2766,27,7,2,6
IR_2768,9,11,10,2
IR_2770,2,1,0,0
IR_2771,0,2,2,3
IR_2772,124,72,45,36
IR_2773,0,1,4,0
IR_2774,6,9,11,5
IR_2775,18,19,18,9
IR_2776,12,29,13,4
IR_2777,28,31,10,3
IR_2778,37,14,12,15
IR_2779,21,16,9,5
IR_2780,22,8,23,19
IR_2781,22,15,9,11
IR_2782,19,22,10,8
IR_2783,5,0,1,0
IR_2784,3,0,0,2
IR_2785,13,1,5,0
IR_2787,6,0,0,2
IR_2788,14,30,41,24
IR_2789,142,108,52,41
IR_2790,128,87,52,32
IR_2791,222,182,68,40
IR_2793,18,16,23,8
IR_2794,15,16,12,11
IR_2795,4,18,3,6
IR_2796,55,18,19,20
IR_2797,20,42,17,41
IR_2798,47,33,25,17
IR_2799,16,18,17,15
IR_2800,5,0,1,1
IR_2801,77,51,53,17
IR_2803,1,0,0,4
IR_2804,12,17,24,0
IR_2805,102,114,226,0
IR_2806,0,0,0,0
IR_2807,49,40,35,15
IR_2808,313,381,183,167
IR_2809,47,24,48,36
IR_2810,73,66,39,44
IR_2811,15,10,2,7
IR_2812,21,27,8,3
IR_2813,14,18,14,2
IR_2814,13,19,6,5
IR_2815,2,23,4,2
IR_2816,25,18,13,6
IR_2817,42,28,31,29
IR_2818,3,0,3,2
IR_2819,62,45,54,43
IR_2820,0,11,9,0
IR_2821,102,92,44,23
IR_2822,1,1,2,0
IR_2823,38,24,12,7
IR_2824,61,59,47,21
IR_2825,48,17,7,7
IR_2826,5,17,24,2
IR_2827,166,171,96,72
IR_2828,70,95,62,72
IR_2829,18,19,18,0
IR_2830,15,26,0,1
IR_2831,10,15,2,0
IR_2832,15,10,11,0
IR_2833,1,0,0,0
IR_2835,59,34,41,6
IR_2836,3,0,2,0
IR_2837,33,18,9,15
IR_2839,1,0,1,1
IR_2840,0,0,3,1
IR_2841,0,0,7,0
IR_2842,40,41,26,35
IR_2843,39,42,26,34
IR_2844,43,37,17,39
IR_2845,0,0,2,1
IR_2847,107,22,42,20
IR_2848,46,34,36,25
IR_2849,26,13,11,10
IR_2850,1,1,0,0
IR_2851,27,43,21,3
IR_2852,2,7,2,3
IR_2853,56,0,0,0
IR_2854,0,13,0,0
IR_2855,45,34,6,0
IR_2856,3,8,3,4
IR_2857,0,3,7,3
IR_2858,4,1,18,6
IR_2859,13,16,22,24
IR_2860,43,25,26,10
IR_2861,9,3,3,0
IR_2862,29,2,0,1
IR_2863,182,126,97,49
IR_2864,137,70,33,11
IR_2865,5,0,1,3
IR_2866,15,6,0,7
IR_2867,44,18,2,39
IR_2868,39,1,3,1
IR_2869,22,13,22,16
IR_2870,30,29,8,18
IR_2871,140,132,238,135
IR_2872,8,25,18,17
IR_2873,5,7,4,3
IR_2875,68,56,36,25
IR_2876,72,53,47,47
IR_2877,180,196,126,140
IR_2878,18,19,6,8
IR_2879,66,78,83,98
IR_2881,15,14,8,10
IR_2882,13,1,2,1
IR_2883,5,5,5,26
IR_2884,26,2,22,13
IR_2885,18,37,18,24
IR_2886,17,11,8,36
IR_2887,24,1,0,11
IR_2888,28,2,8,1
IR_2889,0,0,0,0
IR_2890,2,0,2,0
IR_2891,83,31,40,15
IR_2892,8,6,11,5
IR_2893,26,14,2,5
IR_2894,26,30,4,22
IR_2895,7,12,7,0
IR_2896,31,8,11,0
IR_2897,32,31,25,25
IR_2898,39,39,58,20
IR_2899,2,3,1,0
IR_2900,9,3,0,0
IR_2901,13,23,6,5
IR_2902,58,52,20,17
IR_2903,0,11,16,0
IR_2904,86,72,89,63
IR_2905,2,17,16,8
IR_2906,27,60,47,0
IR_2907,3,8,11,1
IR_2909,20,11,11,10
IR_2910,22,12,7,9
IR_2911,46,27,20,16
IR_2912,143,100,105,46
IR_2913,22,21,9,3
IR_2914,109,154,55,173
IR_2915,40,48,24,36
IR_2916,25,14,16,7
IR_2917,0,0,0,0
IR_2918,6,2,4,1
IR_2919,76,45,41,43
IR_2920,18,16,23,6
IR_2921,42,26,22,14
IR_2922,51,23,11,28
IR_2923,55,11,37,18
IR_2924,103,74,58,47
IR_2925,66,76,47,48
IR_2926,0,0,2,1
IR_2927,1,1,0,3
IR_2928,10,4,12,0
IR_2929,24,6,11,0
IR_2930,2,10,12,2
IR_2931,83,30,43,34
IR_2932,11,3,3,0
IR_2933,15,13,1,0
IR_2934,8,6,3,4
IR_2935,13,26,66,20
IR_2936,26,13,10,6
IR_2937,26,20,12,6
IR_2939,10,7,5,1
IR_2940,10,7,4,3
IR_2941,24,45,41,14
IR_2942,5,4,17,0
IR_2943,91,69,54,28
IR_2944,16,8,12,6
IR_2945,1,3,0,3
IR_2946,4,0,0,0
IR_2947,1,4,1,1
IR_2948,285,205,192,94
IR_2950,52,24,9,32
IR_2951,48,93,123,78
IR_2952,62,53,23,14
IR_2953,141,89,101,72
IR_2954,4,10,22,5
IR_2955,18,7,6,9
IR_2956,12,0,1,1
IR_2958,2,4,1,5
IR_2960,67,88,118,55
IR_2961,118,107,253,162
IR_2962,4,0,2,0
IR_2963,15,5,14,12
IR_2964,81,55,86,53
IR_2965,0,0,0,6
IR_2966,102,83,23,3
IR_2967,1,0,4,0
IR_2968,202,137,95,112
IR_2969,3,4,1,0
IR_2970,7,7,1,2
IR_2971,13,15,16,8
IR_2972,7,3,2,5
IR_2973,86,65,53,39
IR_2974,81,80,25,19
IR_2975,16,4,30,1
IR_2976,3,3,1,0
IR_2977,106,83,49,48
IR_2978,0,1,6,2
IR_2979,1,0,2,2
IR_2980,0,0,0,0
IR_2981,0,0,0,1
IR_2982,12,10,14,15
IR_2983,0,0,0,0
IR_2984,0,0,0,0
IR_2985,52,14,4,6
IR_2986,176,76,177,76
IR_2987,32,16,18,12
IR_2988,0,0,7,45
IR_2989,105,68,55,35
IR_2990,10,6,6,5
IR_2991,82,57,29,18
IR_2992,4,12,7,3
IR_2993,0,15,7,6
IR_2994,3,0,0,0
IR_2995,0,6,0,0
IR_2996,2,2,1,1
IR_2997,0,26,4,0
IR_2998,6,3,4,16
IR_2999,179,202,90,83
IR_3000,20,10,7,3
IR_3001,32,31,10,5
IR_3002,9,0,0,6
IR_3003,111,102,72,28
IR_3004,7,10,10,7
IR_3005,9,6,1,6
IR_3006,0,14,0,0
IR_3007,1,0,6,3
IR_3008,32,0,12,0
IR_3009,57,20,25,13
IR_3010,37,2,10,24
IR_3011,28,15,22,37
IR_3012,12,16,28,8
IR_3013,14,13,15,10
IR_3014,29,0,23,0
IR_3015,20,11,20,16
IR_3016,131,100,120,93
IR_3017,12,4,5,0
IR_3018,14,24,21,13
IR_3019,105,80,56,36
IR_3020,28,8,11,20
IR_3021,32,23,13,14
IR_3023,30,21,22,14
IR_3024,22,32,18,4
IR_3025,138,136,122,60
IR_3026,43,64,0,25
IR_3027,1,2,14,8
IR_3028,0,0,0,3
IR_3029,31,23,16,6
IR_3030,74,66,54,21
IR_3031,1,1,1,1
IR_3032,20,5,15,5
IR_3033,5,13,21,5
IR_3034,25,5,9,71
IR_3035,10,3,7,3
IR_3036,5,5,1,0
IR_3037,22,18,16,10
IR_3038,60,71,70,30
IR_3039,12,12,6,3
IR_3040,5,5,0,2
IR_3041,7,4,4,3
IR_3042,9,0,6,0
IR_3043,249,172,176,65
IR_3044,82,60,47,27
IR_3045,0,0,0,3
IR_3046,66,27,28,11
IR_3047,45,33,26,19
IR_3048,2,1,2,0
IR_3049,9,5,3,1
IR_3050,56,80,51,39
IR_3051,17,12,5,7
IR_3052,1,2,3,2
IR_3053,9,3,0,13
IR_3054,10,9,12,4
IR_3056,34,36,20,2
IR_3057,66,65,37,41
IR_3058,41,55,25,5
IR_3059,264,195,119,86
IR_3060,8,6,5,8
IR_3061,20,19,8,7
IR_3062,6,4,2,0
IR_3063,0,3,13,1
IR_3064,7,17,31,13
IR_3065,3,4,2,1
IR_3066,36,27,24,24
IR_3067,12,3,8,13
IR_3068,38,27,20,15
IR_3070,1,2,2,1
IR_3071,0,6,1,5
IR_3072,0,1,2,1
IR_3073,2,7,8,5
IR_3074,8,5,19,2
IR_3076,26,25,36,20
IR_3077,10,5,6,5
IR_3078,7,5,3,0
IR_3079,11,0,1,0
IR_3080,13,5,6,4
IR_3081,33,50,18,6
IR_3082,16,12,11,9
IR_3083,23,28,8,18
IR_3084,32,28,36,14
IR_3085,28,28,11,1
IR_3086,191,148,97,58
IR_3087,5,4,0,1
IR_3088,3,28,0,0
IR_3089,13,19,14,30
IR_3091,11,25,25,22
IR_3092,16,56,49,30
IR_3093,2,2,1,0
IR_3094,0,0,1,0
IR_3095,127,101,98,60
IR_3096,29,19,17,16
IR_3097,285,258,257,82
IR_3098,86,35,31,34
IR_3099,260,145,173,125
IR_3100,13,13,0,17
IR_3102,1,0,0,1
IR_3103,1,2,1,0
IR_3104,70,59,49,18
IR_3105,1,1,0,8
IR_3106,46,28,16,9
IR_3108,36,34,20,0
IR_3109,15,20,9,13
IR_3110,12,8,8,2
IR_3111,4,18,13,1
IR_3113,21,34,16,8
IR_3114,10,5,6,0
IR_3116,66,33,55,34
IR_3117,73,56,79,72
IR_3118,50,26,41,13
IR_3119,30,34,39,7
IR_3120,9,9,14,2
IR_3122,11,40,38,24
IR_3121,4,32,26,22
IR_3123,10,4,9,4
IR_3124,18,0,6,1
IR_3125,9,6,13,5
IR_3126,73,65,53,35
IR_3127,16,7,5,6
IR_3128,3,12,5,2
IR_3129,11,17,0,4
IR_3130,57,38,33,11
IR_3131,64,78,19,25
IR_3133,22,38,14,25
IR_3134,24,8,22,13
IR_3135,1,0,0,0
IR_3136,8,0,7,7
IR_3138,28,32,11,4
IR_3139,2,0,2,0
IR_3140,1,0,0,6
IR_3142,35,3,16,0
IR_3143,58,111,40,16
IR_3144,4,2,0,7
IR_3145,9,4,15,0
IR_3147,33,31,10,5
IR_3148,12,19,17,9
IR_3149,78,71,83,70
IR_3151,0,18,0,0
IR_3152,12,4,1,1
IR_3153,16,9,2,0
IR_3154,21,13,6,7
IR_3155,2,1,2,0
IR_3156,7,18,7,0
IR_3157,0,0,9,0
IR_3158,7,2,3,0
IR_3159,1,3,1,0
IR_3160,15,17,6,6
IR_3161,8,3,0,2
IR_3162,26,1,1,11
IR_3163,1,0,1,1
IR_3164,0,5,16,15
IR_3166,77,89,40,31
IR_3167,0,2,4,2
IR_3168,48,114,19,2
IR_3169,7,2,11,4
IR_3170,13,16,14,15
IR_3171,21,4,7,24
IR_3172,0,6,1,1
IR_3173,11,0,6,3
IR_3174,401,234,210,117
IR_3175,157,123,89,44
IR_3177,119,124,45,39
IR_3178,113,121,41,38
IR_3179,17,6,12,0
IR_3180,7,5,6,1
IR_3181,3,7,2,1
IR_3182,189,199,224,175
IR_3184,3,8,41,24
IR_3185,2,0,2,1
IR_3186,1,0,0,0
IR_3187,43,30,31,14
IR_3188,71,46,33,34
IR_3189,28,1,6,0
IR_3190,7,13,16,0
IR_3191,6,4,10,2
IR_3192,13,4,3,1
IR_3193,3,19,48,14
IR_3194,6,3,0,2
IR_3195,17,12,13,6
IR_3196,42,6,1,13
IR_3197,13,23,14,8
IR_3198,1,0,2,2
IR_3199,69,58,65,43
IR_3200,7,12,0,1
IR_3201,22,25,1,20
IR_3202,16,9,16,1
IR_3203,48,36,71,18
IR_3204,22,12,9,25
IR_3205,79,63,76,28
IR_3206,27,22,26,10
IR_3207,15,15,7,32
IR_3208,117,118,42,26
IR_3209,47,48,63,29
IR_3210,7,15,4,1
IR_3211,10,5,1,9
IR_3212,8,7,4,6
IR_3213,27,24,17,13
IR_3214,0,0,0,0
IR_3215,17,16,12,19
IR_3216,62,116,60,59
IR_3217,81,32,42,4
IR_3218,30,40,23,5
IR_3219,1,3,4,1
IR_3220,13,15,13,2
IR_3221,26,65,18,14
IR_3222,13,13,0,7
IR_3223,21,9,8,10
IR_3224,19,26,22,9
IR_3225,31,40,22,17
IR_3226,50,15,27,7
IR_3227,37,32,52,31
IR_3228,3,0,12,10
IR_3229,1,1,3,1
IR_3230,13,19,17,15
IR_3231,11,4,11,2
IR_3232,14,11,7,1
IR_3233,43,28,34,11
IR_3234,19,14,17,7
IR_3235,5,0,7,0
IR_3236,218,165,160,84
IR_3237,287,313,166,156
IR_3238,26,19,23,3
IR_3239,23,37,49,33
IR_3240,25,43,5,22
IR_3241,4,3,12,10
IR_3243,9,8,17,4
IR_3244,10,6,7,6
IR_3246,34,46,74,37
IR_3247,37,7,12,7
IR_3248,5,1,10,1
IR_3249,49,22,58,97
IR_3251,10,6,0,11
IR_3252,0,0,0,0
IR_3253,149,144,182,116
IR_3254,1229,1213,1341,863
IR_3255,28,14,14,12
IR_3257,132,98,80,71
IR_3258,10,10,36,1
IR_3259,12,8,6,8
IR_3260,37,25,29,0
IR_3261,3,0,3,1
IR_3262,13,1,0,0
IR_3263,0,4,0,0
IR_3264,10,4,1,5
IR_3265,45,57,6,13
IR_3266,28,2,0,2
IR_3267,76,55,69,45
IR_3268,30,11,21,14
IR_3269,15,11,0,6
IR_3270,12,24,5,0
IR_3271,11,5,1,1
IR_3272,7,6,4,1
IR_3273,22,23,40,27
IR_3274,4,17,5,22
IR_3275,5,8,1,0
IR_3276,32,18,9,20
IR_3277,4,0,0,0
IR_3278,0,0,0,1
IR_3279,3,5,7,0
IR_3280,5,4,10,1
IR_3281,33,49,37,27
IR_3282,43,37,23,31
IR_3283,37,33,47,31
IR_3284,6,1,0,0
IR_3285,175,136,174,86
IR_3286,10,4,10,6
IR_3289,0,6,16,0
IR_3290,0,1,0,0
IR_3292,0,0,3,0
IR_3293,9,15,2,0
IR_3294,48,56,33,32
IR_3295,9,1,7,3
IR_3297,101,108,41,28
IR_3298,27,28,7,0
IR_3299,25,27,17,11
IR_3300,9,7,5,4
IR_3301,184,198,244,253
IR_3302,5,2,7,5
IR_3303,50,37,36,18
IR_3304,13,12,22,6
IR_3305,21,21,5,19
IR_3306,17,5,2,0
IR_3307,71,49,47,19
IR_3308,12,10,21,6
IR_3309,32,32,14,7
IR_3310,140,74,95,39
IR_3311,38,95,72,17
IR_3312,19,14,7,25
IR_3313,33,21,31,4
IR_3314,49,34,66,67
IR_3315,22,10,15,11
IR_3316,3,0,0,0
IR_3317,0,0,1,0
IR_3318,16,52,55,11
IR_3320,7,0,8,3
IR_3321,105,131,190,144
IR_3322,9,19,3,10
IR_3323,0,2,0,0
IR_3324,42,32,28,11
IR_3325,5,4,4,0
IR_3326,27,9,16,2
IR_3327,36,33,14,9
IR_3328,5,5,5,2
IR_3329,56,44,16,24
IR_3330,3,1,5,2
IR_3331,5,8,1,2
IR_3332,8,2,8,4
IR_3333,18,25,14,19
IR_3334,5,9,1,6
IR_3336,4,4,0,2
IR_3337,1,28,4,3
IR_3338,50,1,0,15
IR_3339,0,3,0,0
IR_3341,0,10,4,6
IR_3342,8,6,4,1
IR_3343,16,9,14,10
IR_3344,13,1,0,2
IR_3345,17,35,10,5
IR_3346,4,9,8,16
IR_3347,16,8,4,2
IR_3348,1,7,2,0
IR_3349,108,41,48,3
IR_3350,248,219,527,349
IR_3351,320,346,725,539
IR_3352,173,156,406,200
IR_3353,23,6,3,5
IR_3354,11,4,2,0
IR_3355,7,2,6,7
IR_3356,12,6,7,2
IR_3357,20,13,16,1
IR_3358,15,10,14,21
IR_3359,53,45,41,26
IR_3360,58,3,44,21
IR_3361,65,86,72,31
IR_3362,2,2,1,1
IR_3363,162,138,74,52
IR_3364,44,34,37,27
IR_3365,2,3,6,0
IR_3366,12,9,20,0
IR_3367,129,26,83,91
IR_3368,29,74,32,46
IR_3369,46,33,17,8
IR_3370,6,10,11,1
IR_3371,41,43,13,8
IR_3372,102,60,92,88
IR_3373,9,6,3,6
IR_3374,13,6,5,0
IR_3375,182,95,32,20
IR_3376,9,0,0,0
IR_3377,19,14,8,2
IR_3378,4,4,2,0
IR_3379,202,113,87,49
IR_3380,10,0,6,6
IR_3381,72,59,51,20
IR_3382,192,117,136,93
IR_3383,88,60,61,33
IR_3384,5,5,6,0
IR_3385,10,2,8,4
IR_3386,106,90,96,53
IR_3387,103,41,34,14
IR_3388,8,2,2,1
IR_3389,32,19,18,5
IR_3390,13,0,0,0
IR_3391,44,31,7,10
IR_3392,56,70,49,16
IR_3393,25,29,11,16
IR_3394,1,4,1,0
IR_3395,6,0,20,27
IR_3396,13,3,5,15
IR_3397,121,164,84,60
IR_3398,21,5,18,17
IR_3399,4,7,2,10
IR_3400,4,0,7,4
IR_3401,1,1,0,0
IR_3402,0,1,2,0
IR_3404,3,1,1,0
IR_3405,12,8,7,1
IR_3406,5,3,0,0
IR_3407,17,12,5,2
IR_3408,12,4,15,4
IR_3409,66,56,59,29
IR_3410,23,17,26,11
IR_3411,11,4,0,0
IR_3412,4,3,9,6
IR_3413,5,2,0,0
IR_3414,13,14,7,3
IR_3415,63,46,24,16
