Name,white_1,white_2,red_1,red_2
IR_7829,32,29,19,11
IR_7830,13,20,1,8
IR_7831,42,16,14,15
IR_7832,12,5,0,5
IR_7833,11,10,11,11
IR_7834,42,25,31,17
IR_7835,9,3,1,2
IR_7836,0,25,13,0
IR_7837,26,8,12,4
IR_7838,71,52,27,17
IR_7839,15,13,4,0
IR_7840,157,137,87,44
IR_7842,7,4,9,9
IR_7843,12,10,12,0
IR_7844,7,13,5,3
IR_7845,1,3,0,4
IR_7846,2,4,1,24
IR_7847,0,0,0,12
IR_7848,1,51,55,53
IR_7849,144,105,81,51
IR_7851,23,13,14,19
IR_7852,0,0,4,1
IR_7853,9,1,6,4
IR_7855,79,55,28,13
IR_7856,1,8,14,0
IR_7857,6,3,15,7
IR_7858,17,11,19,10
IR_7859,9,6,6,12
IR_7860,3,0,2,3
IR_7861,37,35,22,19
IR_7862,109,46,94,62
IR_7863,34,17,23,8
IR_7864,113,91,71,33
IR_7865,21,21,13,7
IR_7866,10,17,3,1
IR_7867,0,0,0,0
IR_7868,36,24,34,2
IR_7870,3,0,6,4
IR_7871,6,0,2,0
IR_7872,194,178,83,55
IR_7873,110,151,41,34
IR_7874,5,0,24,15
IR_7875,9,5,0,0
IR_7876,6,16,6,2
IR_7877,5,0,13,0
IR_7878,48,45,15,13
IR_7879,2,16,0,4
IR_7880,6,22,12,9
IR_7881,21,36,23,26
IR_7882,17,4,3,2
IR_7883,7,2,4,2
IR_7884,5,0,4,0
IR_7885,29,24,27,47
IR_7886,12,5,3,5
IR_7889,2,1,0,1
IR_7891,3,0,9,0
IR_7892,13,32,18,3
IR_7893,15,17,5,0
IR_7894,2,0,0,2
IR_7895,13,10,0,15
IR_7896,31,25,7,18
IR_7897,66,39,49,18
IR_7898,26,34,38,0
IR_7899,23,57,41,27
IR_7900,143,128,185,70
IR_7901,0,0,1,0
IR_7902,0,5,0,5
IR_7903,0,2,5,0
IR_7906,12,4,2,0
IR_7907,0,12,0,2
IR_7908,1,1,4,1
IR_7910,20,15,8,9
IR_7911,12,9,16,0
IR_7912,0,9,2,0
IR_7913,301,254,151,87
IR_7914,14,12,12,12
IR_7915,11,13,5,0
IR_7916,12,8,3,1
IR_7917,101,118,77,59
IR_7918,22,14,21,0
IR_7920,20,3,3,8
IR_7921,4,6,0,0
IR_7922,48,32,16,15
IR_7923,40,45,42,14
IR_7924,26,45,53,24
IR_7925,7,4,8,4
IR_7926,21,8,11,5
IR_7927,3,0,15,0
IR_7928,25,6,11,2
IR_7929,289,215,190,143
IR_7930,7,5,2,7
IR_7932,2,2,1,0
IR_7934,0,0,0,0
IR_7935,6,0,2,3
IR_7936,0,0,5,5
IR_7937,6,9,9,2
IR_7938,79,70,76,25
IR_7939,88,83,40,18
IR_7940,11,22,6,23
IR_7941,6,3,4,5
IR_7943,21,43,25,2
IR_7944,5,0,0,0
IR_7945,19,8,3,5
IR_7946,12,6,2,2
IR_7947,12,16,22,9
IR_7948,1,5,5,4
IR_7951,0,0,72,0
IR_7952,2,0,2,0
IR_7953,34,70,54,19
IR_7954,2,1,36,2
IR_7955,8,16,11,3
IR_7956,34,48,7,39
IR_7957,35,14,9,24
IR_7958,10,16,15,20
IR_7959,18,1,7,4
IR_7960,32,12,7,16
IR_7961,7,12,4,0
IR_7962,43,14,11,15
IR_7963,6,5,2,2
IR_7964,2,4,5,2
IR_7965,64,61,70,71
IR_7966,7,5,7,10
IR_7967,8,2,1,7
IR_7968,104,109,93,48
IR_7971,1,58,13,2
IR_7973,9,0,1,7
IR_7974,3,4,9,5
IR_7975,0,2,8,0
IR_7976,52,11,21,26
IR_7977,0,0,2,0
IR_7978,82,32,35,16
IR_7980,23,6,14,6
IR_7981,21,21,0,1
IR_7982,20,20,10,0
IR_7983,13,1,0,3
IR_7984,49,24,27,14
IR_7985,2,5,3,2
IR_7986,90,57,33,24
IR_7987,14,10,9,6
IR_7988,5,2,0,2
IR_7989,23,22,26,54
IR_7990,27,20,20,5
IR_7991,8,3,1,3
IR_7992,3,3,2,0
IR_7993,16,21,3,6
IR_7994,86,45,36,17
IR_7995,249,254,151,54
IR_7996,287,175,168,90
IR_7997,52,29,21,9
IR_7998,25,17,19,9
IR_7999,69,51,22,14
IR_8000,306,264,537,302
IR_8001,84,57,40,20
IR_8003,12,7,10,2
IR_8004,38,24,26,0
IR_8005,3,2,0,0
IR_8006,19,11,1,0
IR_8007,11,7,1,0
IR_8008,69,59,48,23
IR_8009,9,10,4,8
IR_8010,15,13,0,1
IR_8011,13,0,14,0
IR_8012,41,54,19,5
IR_8013,0,0,4,0
IR_8014,11,5,16,2
IR_8015,16,13,10,5
IR_8016,12,1,7,3
IR_8017,0,0,43,17
IR_8018,27,55,15,12
IR_8019,973,798,249,173
IR_8020,1440,1082,566,411
IR_8021,163,78,70,40
IR_8022,7,2,1,1
IR_8023,15,11,13,1
IR_8024,274,264,208,144
IR_8025,444,371,251,113
IR_8026,67,29,12,25
IR_8027,7,0,3,6
IR_8028,6,9,0,0
IR_8029,56,61,30,30
IR_8030,51,32,12,19
IR_8031,11,3,6,12
IR_8032,34,26,23,10
IR_8033,11,8,34,2
IR_8034,39,25,10,21
IR_8035,8,10,4,1
IR_8037,63,77,36,1
IR_8038,8,0,3,0
IR_8039,0,1,0,1
IR_8040,0,0,1,0
IR_8041,2,6,0,16
IR_8042,125,105,291,240
IR_8043,44,11,32,7
IR_8044,73,29,5,17
IR_8045,16,9,10,0
IR_8046,33,8,27,10
IR_8047,17,13,23,15
IR_8048,99,103,90,73
IR_8049,46,40,25,17
IR_8051,43,34,35,28
IR_8052,36,29,21,13
IR_8053,92,51,53,10
IR_8054,153,103,90,40
IR_8055,9,11,2,6
IR_8056,131,110,90,80
IR_8057,254,217,263,137
IR_8058,9,11,9,3
IR_8059,343,296,297,206
IR_8060,53,42,68,11
IR_8063,51,39,23,21
IR_8064,5,4,0,1
IR_8065,1,6,1,1
IR_8066,13,13,4,3
IR_8067,89,73,30,24
IR_8068,5,0,8,3
IR_8069,0,3,1,0
IR_8071,80,71,17,14
IR_8072,1,2,8,3
IR_8073,0,0,0,0
IR_8074,93,75,59,55
IR_8075,59,37,12,7
IR_8076,0,4,6,0
IR_8077,105,78,76,42
IR_8078,11,12,4,28
IR_8079,43,50,32,13
IR_8080,37,7,9,1
IR_8081,43,46,35,20
IR_8082,15,3,7,4
IR_8083,0,0,3,0
IR_8084,11,8,7,4
IR_8085,28,11,18,10
IR_8086,25,18,15,8
IR_8087,67,54,30,30
IR_8088,11,36,12,28
IR_8089,9,0,0,0
IR_8090,37,40,34,24
IR_8092,10,4,1,0
IR_8093,215,173,73,71
IR_8094,13,10,12,2
IR_8095,69,79,48,22
IR_8096,6,19,9,6
IR_8097,7,10,3,7
IR_8098,6,0,2,0
IR_8099,9,4,10,1
IR_8100,1,5,3,2
IR_8101,16,8,52,2
IR_8102,14,0,0,0
IR_8103,56,72,15,7
IR_8104,14,13,6,2
IR_8105,26,12,17,4
IR_8106,17,6,21,9
IR_8107,66,53,35,24
IR_8108,28,33,15,0
IR_8109,0,54,3,1
IR_8111,23,24,13,10
IR_8112,10,3,3,8
IR_8113,0,4,0,1
IR_8114,17,15,14,10
IR_8115,112,98,96,53
IR_8116,3,0,0,0
IR_8117,24,21,10,12
IR_8118,14,3,4,1
IR_8119,21,23,32,0
IR_8120,25,25,15,10
IR_8121,22,34,12,17
IR_8122,0,14,0,4
IR_8123,4,1,4,3
IR_8124,4,6,4,6
IR_8125,23,18,23,6
IR_8126,4,6,0,1
IR_8127,54,39,41,28
IR_8128,30,0,25,0
IR_8129,58,40,7,8
IR_8130,10,1,7,1
IR_8131,12,19,0,0
IR_8132,13,15,9,0
IR_8133,16,6,15,0
IR_8134,15,7,1,0
IR_8135,79,51,84,56
IR_8136,41,49,92,55
IR_8137,9,22,0,14
IR_8138,231,227,124,86
IR_8139,1,0,0,1
IR_8141,20,14,23,0
IR_8142,2,4,0,5
IR_8143,24,45,30,10
IR_8144,91,85,66,30
IR_8145,6,10,3,1
IR_8146,1,1,3,0
IR_8147,101,78,33,48
IR_8148,51,34,36,21
IR_8149,31,18,24,17
IR_8151,3,2,1,6
IR_8152,801,1032,427,593
IR_8153,630,653,536,265
IR_8154,9,0,13,18
IR_8155,7,5,1,0
IR_8156,52,61,29,47
IR_8157,18,19,18,12
IR_8158,18,22,29,16
IR_8159,29,28,11,8
IR_8160,59,22,19,16
IR_8161,77,177,412,163
IR_8162,0,5,4,1
IR_8163,4,7,3,5
IR_8164,12,17,23,7
IR_8165,58,1,29,7
IR_8166,16,9,27,15
IR_8167,16,13,14,12
IR_8168,30,30,25,17
IR_8169,0,0,8,9
IR_8170,5,11,0,0
IR_8171,10,8,5,0
IR_8172,48,49,72,35
IR_8173,98,133,127,57
IR_8175,1,0,0,0
IR_8176,1,1,0,0
IR_8177,0,0,0,0
IR_8178,8,0,3,12
IR_8179,0,2,0,3
IR_8180,0,0,0,0
IR_8181,3,15,21,5
IR_8182,3,4,1,3
IR_8183,2,0,1,1
IR_8184,2,0,0,1
IR_8185,54,28,27,4
IR_8186,233,197,175,89
IR_8187,46,22,25,4
IR_8188,84,60,28,19
IR_8189,56,51,30,8
IR_8190,4,10,0,0
IR_8191,8,8,0,1
IR_8192,1,0,1,1
IR_8193,8,8,16,8
IR_8194,0,0,0,0
IR_8195,0,0,0,1
IR_8196,0,0,0,0
IR_8197,0,0,1,0
IR_8199,0,0,3,0
IR_8200,0,3,3,3
IR_8202,88,63,73,38
IR_8204,28,27,13,9
IR_8205,5,37,34,35
IR_8206,68,34,70,34
IR_8208,330,272,212,106
IR_8209,49,46,37,19
IR_8211,1,1,3,3
IR_8212,161,77,78,89
IR_8213,35,33,31,32
IR_8214,2,14,5,2
IR_8215,20,9,4,13
IR_8216,37,30,11,4
IR_8217,10,9,3,3
IR_8218,26,9,13,16
IR_8219,34,20,13,5
IR_8220,20,21,0,1
IR_8221,0,0,2,0
IR_8222,0,9,0,0
IR_8223,53,24,14,14
IR_8224,17,10,2,2
IR_8225,0,3,0,0
IR_8226,499,459,212,137
IR_8228,3,1,6,0
IR_8230,42,20,13,6
IR_8233,4,8,6,9
IR_8234,36,4,30,6
IR_8235,29,35,24,10
IR_8236,13,31,6,1
IR_8237,48,12,5,0
IR_8238,13,5,11,4
IR_8239,28,5,11,11
IR_8240,47,6,17,30
IR_8241,6,8,1,4
IR_8242,1,10,5,0
IR_8243,8,9,4,5
IR_8244,6,4,11,13
IR_8245,7,13,1,2
IR_8246,2,0,3,1
IR_8247,0,0,0,0
IR_8248,1,4,1,1
IR_8250,11,4,0,0
IR_8251,66,45,34,26
IR_8252,12,11,18,9
IR_8253,3,10,1,1
IR_8255,17,6,33,16
IR_8256,6,4,7,0
IR_8257,2,0,0,0
IR_8258,42,11,5,3
IR_8259,63,83,225,129
IR_8260,36,0,164,28
IR_8262,12,0,0,0
IR_8263,43,32,0,50
IR_8264,7,0,0,0
IR_8265,75,72,93,60
IR_8266,4,8,4,0
IR_8267,27,27,14,13
IR_8268,1,10,0,0
IR_8269,0,0,1,0
IR_8270,65,45,39,16
IR_8272,1,0,0,0
IR_8273,39,21,20,13
IR_8274,83,71,81,55
IR_8275,41,51,50,20
IR_8276,0,3,7,0
IR_8278,3,0,1,3
IR_8279,37,20,10,4
IR_8280,60,46,78,27
IR_8281,8,4,3,2
IR_8282,161,159,113,43
IR_8283,1,4,8,7
IR_8284,0,0,2,1
IR_8285,20,103,72,24
IR_8286,1,2,13,0
IR_8287,72,39,22,19
IR_8288,6,1,11,0
IR_8290,9,5,2,2
IR_8291,117,92,63,39
IR_8292,60,40,31,25
IR_8293,1,4,2,1
IR_8294,16,11,17,16
IR_8295,77,56,16,37
IR_8297,19,14,14,14
IR_8298,23,13,7,12
IR_8299,3,1,0,3
IR_8300,1,1,3,2
IR_8301,2,20,13,0
IR_8302,4,4,8,23
IR_8303,9,4,0,2
IR_8304,23,11,18,0
IR_8305,20,16,0,0
IR_8306,135,74,61,36
IR_8307,11,2,3,15
IR_8308,9,13,16,15
IR_8309,6,2,5,6
IR_8310,111,80,32,27
IR_8311,56,36,28,4
IR_8313,89,52,34,22
IR_8314,56,56,38,29
IR_8315,33,0,2,0
IR_8316,58,45,30,35
IR_8317,0,0,11,0
IR_8318,13,5,10,1
IR_8319,13,8,8,16
IR_8320,7,1,4,3
IR_8321,34,35,17,9
IR_8323,50,40,54,32
IR_8324,19,38,16,17
IR_8325,0,6,1,0
IR_8327,5,0,22,0
IR_8328,113,98,77,61
IR_8329,46,40,16,17
IR_8330,50,38,12,48
IR_8331,15,13,11,5
IR_8332,6,0,11,10
IR_8333,18,22,0,0
IR_8335,148,114,62,33
IR_8336,21,6,5,0
IR_8337,14,10,0,0
IR_8338,238,153,139,90
IR_8339,51,48,33,25
IR_8340,27,16,8,4
IR_8341,30,36,12,17
IR_8342,2,8,1,3
IR_8343,21,20,5,7
IR_8344,22,13,5,2
IR_8345,30,13,10,5
IR_8346,5,14,1,11
IR_8347,2,0,2,0
IR_8348,10,7,11,10
IR_8350,5,5,2,3
IR_8351,16,6,19,1
IR_8352,127,131,55,20
IR_8353,57,38,40,22
IR_8354,62,59,73,50
IR_8355,1,4,2,4
IR_8356,0,0,1,1
IR_8357,134,90,82,53
IR_8358,3,5,9,0
IR_8360,81,43,28,20
IR_8361,200,159,186,99
IR_8362,146,73,61,20
IR_8363,7,2,6,0
IR_8364,34,10,3,2
IR_8365,69,56,37,30
IR_8366,20,8,14,0
IR_8367,2,4,3,1
IR_8368,137,76,106,61
IR_8369,20,38,24,15
IR_8370,13,21,12,5
IR_8371,5,7,5,6
IR_8372,2,2,3,2
IR_8373,16,12,4,4
IR_8374,6,6,10,3
IR_8375,6,3,1,0
IR_8376,17,8,10,7
IR_8377,37,9,29,13
IR_8378,6,4,0,2
IR_8380,6,7,2,2
IR_8381,4,3,0,0
IR_8382,55,51,18,29
IR_8383,50,45,31,14
IR_8384,121,45,102,46
IR_8385,48,19,48,1
IR_8386,45,13,31,3
IR_8387,12,8,3,2
IR_8388,101,68,79,47
IR_8389,19,18,66,24
IR_8390,25,62,37,3
IR_8391,20,9,29,27
IR_8392,45,60,4,3
IR_8393,217,169,201,47
IR_8394,43,20,94,69
IR_8397,7,2,1,1
IR_8400,37,21,29,28
IR_8401,26,12,6,5
IR_8402,129,100,68,50
IR_8403,41,39,31,17
IR_8404,21,17,18,4
IR_8405,28,13,27,16
IR_8406,17,6,9,17
IR_8407,57,54,19,13
IR_8408,2,7,6,2
IR_8409,11,36,1,0
IR_8411,14,11,6,0
IR_8412,301,159,208,39
IR_8413,1,0,0,0
IR_8414,23,10,10,3
IR_8415,1,2,10,1
IR_8416,41,19,23,14
IR_8417,71,58,35,41
IR_8418,9,10,3,0
IR_8419,12,19,0,0
IR_8420,43,23,10,11
IR_8421,14,26,25,30
IR_8423,24,13,0,28
IR_8424,9,0,12,1
IR_8425,79,148,124,83
IR_8427,15,5,8,7
IR_8428,96,81,37,29
IR_8429,16,2,25,11
IR_8430,5,6,5,0
IR_8431,24,21,31,17
IR_8432,9,1,0,0
IR_8434,7,0,2,1
IR_8436,212,217,137,67
IR_8437,12,20,26,0
IR_8438,16,6,9,5
IR_8439,38,44,19,10
IR_8440,125,85,74,44
IR_8441,79,29,35,15
IR_8442,1,2,0,0
IR_8443,130,108,35,75
IR_8444,13,6,71,42
IR_8445,4,2,6,0
IR_8447,1,0,1,0
IR_8448,27,11,9,9
IR_8450,27,18,1,2
IR_8451,94,45,42,66
IR_8452,10,19,12,4
IR_8453,0,0,0,0
IR_8454,108,107,84,19
IR_8455,7,5,2,2
IR_8456,22,8,3,12
IR_8457,12,4,6,9
IR_8458,9,12,8,5
IR_8459,56,45,36,27
IR_8460,2,1,1,0
IR_8461,128,119,178,140
IR_8462,263,215,225,104
IR_8464,63,73,70,15
IR_8465,318,232,208,144
IR_8466,43,2,15,25
IR_8467,6,4,0,4
IR_8468,75,69,42,39
IR_8469,35,19,24,7
IR_8470,130,84,46,34
IR_8471,3,4,2,2
IR_8472,0,1,0,0
IR_8473,12,24,17,5
IR_8474,0,0,0,0
IR_8475,128,74,52,31
IR_8476,38,31,27,15
IR_8477,23,19,5,9
IR_8478,17,10,9,5
IR_8479,3,5,1,0
IR_8481,46,46,45,54
IR_8482,8,22,15,5
IR_8483,30,22,19,4
IR_8484,17,6,5,6
IR_8485,3,6,4,3
IR_8486,7,8,24,15
IR_8487,18,13,28,4
IR_8488,10,31,1,28
IR_8489,14,5,0,13
IR_8490,11,9,11,13
IR_8491,46,29,19,20
IR_8492,23,24,12,2
IR_8493,6,14,4,13
IR_8494,53,29,12,9
IR_8495,1,0,8,5
IR_8496,4,2,0,0
IR_8497,2,2,0,2
IR_8498,32,29,9,11
IR_8499,244,258,340,190
IR_8500,15,9,6,6
IR_8501,3,1,1,0
IR_8503,0,0,43,2
IR_8504,79,46,29,23
IR_8505,19,3,6,6
IR_8506,50,0,15,13
IR_8507,21,11,30,15
IR_8508,10,2,4,0
IR_8510,14,7,7,4
IR_8511,3,4,12,1
IR_8512,48,51,42,23
IR_8513,1,0,1,2
IR_8514,14,3,5,6
IR_8517,8,0,0,3
IR_8518,88,58,46,33
IR_8519,1,0,0,2
IR_8520,50,27,24,1
IR_8522,122,70,46,54
IR_8523,26,3,16,1
IR_8524,5,11,13,12
IR_8525,9,10,5,3
IR_8526,23,35,24,5
IR_8527,126,54,83,35
IR_8528,4,7,0,6
IR_8529,1,1,0,0
IR_8530,31,19,8,4
IR_8533,71,60,52,46
IR_8534,8,12,5,10
IR_8535,131,137,45,23
IR_8536,318,320,254,163
IR_8537,3,3,0,2
IR_8538,78,46,31,21
IR_8539,0,4,4,0
IR_8540,23,17,4,7
IR_8541,0,0,0,10
IR_8542,0,0,0,0
IR_8543,365,332,223,202
IR_8547,16,8,6,2
IR_8548,9,3,21,0
IR_8549,68,54,25,15
IR_8550,0,0,0,0
IR_8551,1,1,8,8
IR_8552,95,108,30,20
IR_8553,14,9,8,6
IR_8554,92,80,22,19
IR_8556,1,1,4,0
IR_8557,7,15,20,11
IR_8558,17,7,24,9
IR_8559,0,3,7,3
IR_8560,0,1,0,0
IR_8561,37,18,9,4
IR_8562,80,72,22,60
IR_8563,29,22,32,5
IR_8564,10,4,4,0
IR_8565,32,47,8,16
IR_8566,0,2,0,0
IR_8567,33,26,66,59
IR_8568,7,4,13,4
IR_8569,25,31,27,14
IR_8570,27,22,17,5
IR_8571,17,12,15,28
IR_8572,187,141,99,41
IR_8573,0,9,0,0
IR_8574,33,8,28,1
IR_8575,20,2,0,15
IR_8576,42,49,51,9
IR_8577,7,13,0,10
IR_8578,24,15,17,8
IR_8579,2,1,6,4
IR_8580,10,11,4,7
IR_8581,38,16,10,6
IR_8582,70,93,117,69
IR_8583,3,3,4,0
IR_8584,0,0,1,0
IR_8585,1,0,0,0
IR_8586,6,3,4,4
IR_8587,124,14,60,4
IR_8588,193,136,144,85
IR_8589,22,2,2,1
IR_8590,21,36,21,6
IR_8591,20,10,9,2
IR_8592,36,22,29,31
IR_8593,20,9,9,7
IR_8594,34,35,19,19
IR_8595,1,1,5,0
IR_8596,37,42,0,3
IR_8597,20,12,11,7
IR_8598,6,16,12,10
IR_8599,21,14,7,8
IR_8600,13,45,16,30
IR_8601,15,2,0,17
IR_8602,35,15,28,3
IR_8603,6,1,4,1
IR_8604,0,8,13,0
IR_8605,6,4,3,1
IR_8607,1,0,0,0
IR_8608,28,2,27,2
IR_8609,4,7,3,2
IR_8610,4,1,1,9
IR_8611,44,2,7,14
IR_8612,10,17,12,9
IR_8613,18,3,9,4
IR_8614,24,16,28,3
IR_8615,204,154,148,88
IR_8616,26,28,13,8
IR_8617,122,100,43,6
IR_8618,9,10,5,0
IR_8619,78,37,28,29
IR_8620,171,97,162,76
IR_8621,35,26,18,3
IR_8622,21,28,4,16
IR_8623,45,26,19,20
IR_8624,45,14,25,9
IR_8625,3,0,2,1
IR_8627,4,8,8,13
IR_8628,10,7,8,0
IR_8629,46,13,19,45
IR_8630,29,28,19,9
IR_8631,67,113,154,122
IR_8632,7,7,2,1
IR_8633,7,0,46,20
IR_8634,57,15,10,15
IR_8635,345,321,329,370
IR_8636,27,11,10,7
IR_8637,2,0,0,0
IR_8638,246,129,164,80
IR_8639,47,27,14,5
IR_8640,55,46,56,35
IR_8641,4,3,2,5
IR_8642,10,5,6,0
IR_8643,10,3,9,0
IR_8644,22,6,12,15
IR_8645,15,28,0,0
IR_8646,26,18,17,15
IR_8647,20,15,14,6
IR_8648,117,108,52,101
IR_8649,25,12,7,10
IR_8650,23,17,31,13
IR_8651,4,0,0,0
IR_8652,7,48,23,25
IR_8653,75,28,47,6
IR_8654,4,0,14,7
IR_8655,5,1,0,0
IR_8656,49,54,35,37
IR_8657,10,0,9,2
IR_8659,108,71,50,52
IR_8660,13,13,8,3
IR_8661,12,14,18,10
IR_8662,10,7,12,7
IR_8663,16,6,10,6
IR_8665,1,0,4,0
IR_8666,12,11,1,2
IR_8667,2,1,8,3
IR_8668,8,4,12,2
IR_8669,0,11,0,1
IR_8670,0,3,0,4
IR_8671,0,0,0,0
IR_8672,42,46,51,30
IR_8673,68,44,46,30
IR_8674,59,56,82,49
IR_8675,1,8,2,5
IR_8676,20,26,53,49
IR_8677,36,34,78,78
IR_8678,12,22,29,11
IR_8679,221,126,182,63
IR_8680,9,9,9,13
IR_8681,10,17,17,7
IR_8682,51,19,78,61
IR_8683,0,0,1,0
IR_8684,8,8,4,0
IR_8685,58,7,87,21
IR_8686,30,78,23,22
IR_8687,160,135,84,54
IR_8688,138,92,65,36
IR_8689,21,13,4,5
IR_8690,75,54,61,33
IR_8692,1,1,1,0
IR_8693,4,0,0,0
IR_8694,67,70,52,40
IR_8695,3,4,10,0
IR_8696,4,0,2,1
IR_8697,0,1,2,2
IR_8698,62,55,59,46
IR_8699,26,22,17,4
IR_8700,56,1,16,126
IR_8701,19,11,14,3
IR_8702,19,3,16,4
IR_8703,12,7,8,6
IR_8704,23,23,10,11
IR_8705,35,18,29,10
IR_8706,8,6,3,3
IR_8707,16,0,12,0
IR_8708,74,48,70,43
IR_8709,66,71,20,27
IR_8711,22,11,20,24
IR_8712,218,203,101,128
IR_8714,9,17,7,5
IR_8715,177,160,145,108
IR_8716,8,9,4,2
IR_8717,32,38,44,17
IR_8718,4,0,0,2
IR_8719,58,32,41,36
IR_8720,33,34,85,36
IR_8721,2,7,4,0
IR_8722,17,13,35,2
IR_8723,26,13,35,10
IR_8724,20,27,35,25
IR_8725,7,6,0,5
IR_8726,2,5,3,9
IR_8727,113,109,83,42
IR_8728,6,3,4,6
IR_8729,26,0,19,0
IR_8730,43,50,29,25
IR_8731,66,42,26,19
IR_8732,86,66,38,20
IR_8733,4,2,0,0
IR_8734,11,19,0,0
IR_8735,2,2,0,2
IR_8736,28,20,20,9
IR_8737,44,34,36,33
IR_8738,3,5,1,0
IR_8739,19,17,18,0
IR_8741,33,16,3,0
IR_8742,5,1,23,22
IR_8743,188,93,83,43
IR_8744,280,218,164,83
IR_8745,75,37,39,13
IR_8746,565,478,252,166
IR_8747,479,418,220,233
IR_8748,2,12,5,1
IR_8749,15,11,27,28
IR_8750,21,5,17,0
IR_8751,15,12,7,2
IR_8752,13,8,6,5
IR_8753,2,1,0,1
IR_8754,92,57,63,38
IR_8755,60,44,26,15
IR_8756,55,93,29,8
IR_8757,6,8,4,0
IR_8758,445,469,646,299
IR_8759,0,5,0,0
IR_8760,27,36,26,25
IR_8761,12,4,12,6
IR_8762,13,2,10,0
IR_8763,6,3,9,7
IR_8764,5,0,16,11
IR_8765,20,10,5,7
IR_8766,2,1,3,1
IR_8768,24,3,11,29
IR_8769,8,3,5,1
IR_8770,301,118,378,176
IR_8771,40,44,21,23
IR_8772,29,5,37,14
IR_8773,102,46,41,54
IR_8774,67,22,7,39
IR_8775,50,31,52,22
IR_8776,13,9,0,18
IR_8777,27,19,7,7
IR_8778,174,104,70,42
IR_8780,4,4,1,0
IR_8781,11,5,2,2
IR_8782,56,20,0,2
IR_8783,42,33,13,11
IR_8784,49,30,15,26
IR_8785,12,13,6,5
IR_8786,45,20,39,51
IR_8787,10,16,14,8
IR_8788,14,17,13,4
IR_8789,28,16,23,6
IR_8790,68,42,19,18
IR_8793,99,106,128,69
IR_8794,15,30,11,27
IR_8795,4,5,6,14
IR_8796,14,7,9,10
IR_8798,5,7,3,2
IR_8799,20,27,14,3
IR_8801,1,2,0,0
IR_8802,8,9,8,2
IR_8803,11,14,12,1
IR_8804,13,8,3,0
IR_8805,75,64,62,43
IR_8807,7,19,11,5
IR_8808,2,0,1,1
IR_8809,0,2,0,3
IR_8810,101,89,186,70
IR_8811,14,3,11,4
IR_8812,38,24,30,11
IR_8813,7,12,0,6
IR_8814,47,21,15,16
IR_8815,11,0,8,0
IR_8817,6,18,3,8
IR_8818,3,1,1,0
IR_8820,18,18,24,3
IR_8821,7,4,5,2
IR_8822,22,13,3,15
IR_8823,5,3,4,1
IR_8824,0,0,0,0
IR_8825,110,67,108,57
IR_8826,16,9,19,20
IR_8827,466,331,136,88
IR_8828,14,14,21,17
IR_8829,19,8,42,10
IR_8830,27,71,50,54
IR_8831,22,21,34,18
IR_8833,3,1,2,0
IR_8834,0,7,0,0
IR_8835,30,63,22,4
IR_8836,3,1,1,2
IR_8837,26,11,8,5
IR_8838,32,2,37,5
IR_8839,0,13,2,6
IR_8841,45,43,18,31
IR_8842,101,133,58,34
IR_8843,23,17,11,4
IR_8844,87,44,40,26
IR_8846,65,27,26,4
IR_8847,16,11,24,2
IR_8848,2,1,2,1
IR_8849,119,135,91,49
IR_8851,5,4,24,20
IR_8852,75,40,22,12
IR_8853,25,12,18,6
IR_8854,39,28,30,22
IR_8855,0,7,1,0
IR_8856,6,11,0,1
IR_8858,17,5,26,6
IR_8859,18,8,0,1
IR_8860,34,40,20,12
IR_8861,6,3,4,1
IR_8862,101,67,64,24
IR_8863,13,11,0,1
IR_8864,29,21,2,6
IR_8866,128,55,28,9
IR_8867,3,5,10,2
IR_8868,4,6,2,2
IR_8869,7,6,1,1
IR_8871,16,4,13,6
IR_8872,13,0,0,2
IR_8873,31,32,13,45
IR_8874,171,97,88,89
IR_8875,0,2,2,0
IR_8876,0,4,19,1
IR_8877,5,2,6,4
IR_8878,4,0,4,9
IR_8879,61,35,63,27
IR_8880,69,56,70,27
IR_8881,31,31,15,13
IR_8883,26,31,19,20
IR_8884,7,1,2,1
IR_8885,38,18,0,4
IR_8886,63,29,21,16
IR_8887,0,1,0,1
IR_8888,15,3,12,2
IR_8889,58,16,51,36
IR_8890,32,14,14,13
IR_8891,53,27,63,62
IR_8892,69,67,56,9
IR_8893,57,48,33,46
IR_8894,74,43,49,20
IR_8895,27,41,13,0
IR_8896,11,2,1,16
IR_8897,85,57,44,38
IR_8898,9,6,8,12
IR_8899,53,19,8,0
IR_8900,19,24,4,11
IR_8901,1,1,0,2
IR_8902,8,0,6,0
IR_8903,0,6,0,1
IR_8905,10,9,3,0
IR_8906,6,2,3,7
IR_8907,1,4,0,5
IR_8908,8,9,2,8
IR_8909,0,6,0,10
IR_8911,12,2,6,6
IR_8912,1,0,33,11
IR_8913,37,20,28,25
IR_8914,3,0,0,0
IR_8915,33,20,21,7
IR_8916,24,26,8,2
IR_8917,18,16,17,15
IR_8918,0,1,1,2
IR_8919,152,106,151,137
IR_8920,5,1,34,23
IR_8921,22,21,16,11
IR_8922,8,0,1,7
IR_8923,57,16,36,16
IR_8924,32,26,28,7
IR_8925,9,1,1,0
IR_8927,1,5,0,3
IR_8928,3,1,0,0
IR_8929,9,8,4,7
IR_8930,5,3,0,3
IR_8931,133,85,86,21
IR_8932,31,38,26,20
